gvkeyFR,gvkey,year1,yearN
017922,017922,2005,2018
017928,017928,2011,2020
017931,017931,2010,2019
017956,017956,2010,2020
017994,017994,2010,2016
018009,018009,2011,2020
018024,018024,1984,1989
018025,018025,2013,2014
018036,018036,2011,2020
018066,018066,2011,2019
018072,021007,2013,2015
018072,014538,2016,2018
018072,016101,2019,2020
018074,018074,1989,1997
018076,018076,2011,2013
018086,018086,2010,2020
018100,018100,1988,2005
018108,018108,2010,2019
018114,018114,2012,2020
018115,018115,2011,2014
018144,018144,2011,2020
018159,018159,2011,2020
018162,018162,2011,2020
018172,018172,2011,2020
018173,018173,2011,2020
018177,018177,2010,2016
018180,018180,2011,2020
018230,018230,2012,2019
018237,018237,2012,2018
018270,018270,2011,2020
018271,018271,2010,2016
018290,018290,2012,2020
018291,018291,2009,2018
018312,018312,2012,2020
018315,018315,2011,2020
018320,018320,2011,2020
018346,018346,2013,2017
018366,018366,1989,1994
018369,018369,1993,2003
018424,018424,2011,2020
018430,018430,2011,2020
018466,018466,1999,2020
018467,018467,1992,2020
018469,018469,2011,2017
018479,018479,2011,2019
018484,018484,1989,2006
018487,018487,2011,2020
018490,018490,2012,2020
018509,018509,2011,2020
018510,018510,2011,2020
018549,018549,1988,2020
018553,018553,1988,1997
018556,018556,2011,2020
018560,018560,1989,2012
018561,018561,2011,2020
018562,018562,2011,2020
018564,018564,2011,2020
018566,018566,2012,2017
018571,018571,2010,2017
018572,018572,2011,2020
018576,018576,2004,2016
018584,018584,2010,2016
018597,018636,1995,2020
018609,018609,2010,2016
018613,018613,2011,2015
018616,018616,2013,2020
018623,018623,2009,2016
018626,018626,2012,2020
018636,018636,1995,2020
018654,018654,1994,2017
018658,018658,2011,2020
018683,018683,2011,2020
018684,018684,2013,2020
018689,018689,2011,2020
018699,018699,1988,2020
018729,018729,1988,2020
018739,018739,1989,1998
018748,018748,2011,2020
018749,018749,2011,2020
018750,018750,2011,2020
018799,018799,1995,2016
018800,018800,2010,2014
018826,018826,1982,1998
018838,018838,2008,2017
018869,018869,2011,2020
018872,018872,2011,2020
018876,018876,1986,1995
018878,018878,2011,2020
018879,018879,2010,2014
018883,018883,2012,2015
018888,018888,2014,2020
018899,018899,2011,2020
018925,018925,2011,2020
018929,027046,2014,2020
018930,018930,2011,2020
018938,018938,2012,2020
018947,018947,2011,2020
018957,018957,1989,2009
018973,018973,2011,2015
018975,018975,2010,2017
018976,018976,2011,2015
018982,018982,2011,2019
019025,019025,2012,2020
019028,019028,1987,2005
019042,019042,2011,2020
019043,019043,1993,2003
019044,019044,2012,2020
019069,019069,1988,2008
019073,019073,1987,1992
019113,019113,1989,2020
019116,019116,2012,2016
019117,019117,2011,2020
019143,019143,2012,2020
019149,019149,2011,2020
019151,019151,2001,2020
019154,019154,2011,2020
019155,019155,1988,2007
019189,019189,2012,2020
019205,019205,2012,2020
019209,019209,1989,2020
019247,019247,1993,1999
019260,019260,1987,1998
019274,019274,2012,2020
019305,019305,1995,2020
019331,019331,2012,2018
019344,019344,1989,1993
019349,019349,1993,2020
019352,019352,2010,2018
019364,024625,1990,2020
019391,019391,2011,2020
019402,019402,1988,2020
019412,019412,2011,2020
019416,019416,2011,2015
019418,019418,2011,2014
019425,019425,2011,2020
019435,019435,1988,1997
019438,019438,1990,2000
019439,174637,2004,2020
019441,019441,1988,1995
019442,019442,2011,2018
019458,019458,2011,2020
019467,019467,2013,2020
019470,019470,2011,2020
019471,019471,2011,2020
019477,019477,1985,1994
019502,019502,2012,2020
019511,019511,2011,2020
019518,019518,2011,2020
019534,019534,2011,2020
019540,019151,2001,2020
019548,019548,1987,1994
019565,019565,1989,2020
019578,019578,2012,2020
019593,019593,1986,1995
019600,019600,2012,2020
019602,019602,2012,2020
019613,019613,1989,2005
019622,019622,1998,2020
019644,019644,1986,1997
019647,019647,2012,2020
019649,019649,2012,2020
019661,019661,1981,2020
019718,019718,2012,2018
019719,019719,2012,2020
019722,036506,2020,2020
019744,019744,2012,2020
019747,019747,2012,2020
019753,019753,2012,2020
019757,026336,2016,2020
019761,019761,2012,2020
019772,035008,2014,2020
019773,019773,2011,2020
019798,019798,1989,2005
019802,019802,2014,2020
019845,019845,2009,2014
019849,019849,2012,2020
019854,019854,1984,1991
019859,019859,2012,2020
019898,019898,2011,2018
019906,019906,2011,2020
019908,019908,2012,2020
019910,019910,2010,2015
019911,003662,1950,2020
019912,019912,2011,2017
019922,019922,2013,2014
019951,019951,2006,2014
019954,019954,1986,2001
019967,019967,2011,2020
019977,019977,2012,2020
019988,019988,2012,2020
019991,019991,2006,2017
020010,020010,2012,2020
020018,020018,2012,2020
020021,020021,1989,2005
020025,020025,1985,1996
020033,020033,2011,2018
020037,030311,2016,2020
020040,020040,2012,2020
020042,020042,2012,2020
020051,020051,1986,1992
020054,020054,1989,2004
020074,020074,2013,2020
020088,020088,2012,2020
020090,012540,1984,2020
020096,020096,2014,2020
020115,020115,1999,2020
020118,020118,1990,1999
020126,020126,2012,2020
020128,020128,2012,2020
020129,020129,2012,2020
020133,020133,2013,2017
020183,032233,2016,2020
020185,020185,1988,2020
020194,020194,1986,2002
020204,020204,1988,2020
020210,020210,1988,1999
020225,020225,2012,2020
020229,020229,2012,2020
020232,020232,2011,2020
020235,020235,2012,2020
020244,020244,1989,1994
020245,141460,1999,2020
020253,020253,1994,2020
020294,020294,1988,1998
020296,020296,1988,2008
020300,020300,1998,2020
020307,020307,2018,2020
020310,020310,1986,1995
020313,020313,2013,2017
020319,020319,1989,1995
020330,020330,2011,2019
020333,020333,1985,2020
020335,020335,1992,2001
020338,020338,1987,2020
020344,020344,2010,2020
020380,020380,1987,1995
020392,020392,1992,2020
020399,020399,2012,2015
020411,020411,1994,2003
020420,020420,2012,2020
020423,021808,2014,2020
020492,020492,1989,2000
020494,020494,1987,2004
020499,020499,1999,2010
020502,020502,2012,2020
020520,020520,1987,1997
020525,020525,1995,2020
020530,020530,2011,2020
020540,020540,2011,2020
020544,020544,1987,1996
020554,020554,2013,2020
020556,020556,1989,2000
020561,020561,1987,2020
020567,020567,2012,2020
020570,020570,1992,2020
020588,020588,1991,1998
020600,020600,1998,2020
020611,020611,2012,2014
020619,020619,2012,2018
020621,020621,2018,2020
020628,020628,2012,2020
020643,020643,2012,2016
020644,020644,2012,2020
020645,020645,2012,2020
020649,020649,2014,2020
020651,020651,1991,2001
020653,020653,1994,2020
020660,020660,2012,2014
020675,020675,2012,2016
020676,020676,1987,2020
020689,020689,2001,2020
020692,020692,2011,2020
020695,020695,1992,2020
020696,020696,1987,2020
020720,020720,2012,2020
020722,020722,1988,2008
020742,020742,2011,2019
020747,020747,1993,2016
020748,020748,2012,2020
020756,020756,2013,2020
020769,007099,1950,1995
020769,025180,1996,2020
020779,020779,1988,2020
020783,176711,2006,2011
020787,020787,1988,2000
020798,020798,2012,2019
020801,020801,2012,2020
020809,020809,1994,2010
020845,020845,1993,2007
020884,020884,2009,2015
020887,020887,1990,1994
020894,020894,1984,1994
020898,020898,2012,2020
020899,020899,1982,1992
020900,020900,1989,2000
020902,020902,1986,1997
020903,020903,1988,1998
020904,020904,1988,2020
020907,020907,1989,1999
020935,020935,2011,2020
020943,020943,2012,2020
020945,020945,2012,2020
020961,020961,2012,2020
020969,061439,1994,2017
020983,020983,1988,2008
020993,020993,1989,2004
021002,021002,2012,2020
021003,021003,2012,2020
021005,021005,2012,2015
021006,021006,2012,2020
021007,014538,1985,2018
021007,016101,2019,2020
021008,021008,2012,2018
021012,021012,2012,2020
021016,021016,2013,2017
021017,021017,2009,2014
021020,021020,2012,2020
021033,021033,2012,2020
021062,021062,1988,1998
021063,021063,1985,1996
021066,021066,1990,2010
021078,005606,1950,2000
021078,162733,2002,2017
021082,021082,2012,2017
021103,021103,2012,2020
021106,021106,1986,1995
021116,021116,1989,2020
021118,021118,1995,2020
021132,021132,2000,2018
021136,021136,1995,2020
021145,021145,2012,2020
021150,021150,2012,2017
021151,021151,1988,2007
021158,021158,1988,2000
021165,021165,2012,2020
021186,021186,1989,2011
021188,021188,2009,2017
021204,021204,1989,2001
021208,021208,2012,2020
021209,021209,2012,2020
021223,021223,2012,2020
021232,021232,1986,2020
021237,021237,1989,2020
021238,021238,1989,2020
021244,021244,1989,2007
021256,021256,1990,1994
021261,021261,2009,2015
021282,021282,2013,2020
021291,021291,1986,2000
021295,021295,2016,2020
021361,021361,1996,2020
021375,021375,1960,1994
021381,021381,1986,1995
021421,021421,2012,2020
021422,014538,1985,2018
021422,016101,2019,2020
021424,021424,1998,2007
021427,021427,1988,2011
021429,021429,1989,2020
021432,021432,1999,2020
021433,021433,2009,2019
021435,021435,1989,2004
021437,021437,1985,1989
021441,021441,1985,1990
021452,021452,2012,2020
021454,021454,1985,1994
021459,021459,1988,1997
021465,148271,2000,2002
021465,163113,2003,2020
021487,021487,1988,2016
021488,021488,1989,2007
021491,004611,1950,2001
021496,023220,1989,2017
021501,021501,1989,1995
021503,021503,1990,2020
021504,021504,1950,2002
021505,021505,1989,2001
021507,021507,1989,2002
021508,021508,1989,2004
021515,021515,2012,2020
021522,021522,2012,2020
021540,021540,2012,2020
021542,021542,1990,2020
021552,021552,1987,1992
021581,021581,1985,1990
021601,021601,2015,2020
021617,021617,2012,2018
021623,021623,1987,1993
021626,021626,2012,2019
021627,021627,2012,2020
021635,021635,2012,2020
021637,021637,1986,1991
021659,021659,1989,2006
021684,021684,1988,1998
021685,021685,1988,2003
021701,021701,1988,2006
021702,021702,1984,1988
021739,021739,2011,2020
021743,021743,1995,2020
021744,021744,2012,2020
021761,021761,2012,2020
021763,021763,1989,2004
021776,021776,1988,2014
021777,021777,1988,2020
021792,021792,1989,2018
021793,021793,1986,1995
021802,036044,2019,2020
021810,021810,1988,2001
021814,021814,2011,2019
021818,021818,2012,2016
021824,021824,2015,2020
021825,021825,2012,2020
021826,021826,2012,2016
021829,021829,1986,2011
021841,021841,2012,2020
021847,021847,2012,2020
021879,021879,1994,2020
021892,021892,1993,2004
021901,021901,2012,2020
021916,021916,2012,2020
021926,021926,1999,2010
021950,021950,1988,1997
021959,021959,1988,2004
021967,021967,2018,2020
021984,021984,2016,2020
021998,032961,2017,2020
022000,022000,2012,2020
022030,022030,1986,1992
022035,022035,2012,2020
022037,022037,2012,2020
022038,022038,1987,1993
022040,022040,2012,2020
022049,022049,1993,2020
022059,022059,1986,2010
022082,022082,2012,2020
022121,022121,1991,1999
022122,022122,1993,2006
022129,032908,2017,2020
022134,022134,2012,2020
022144,022144,1985,2019
022158,022158,1995,1996
022164,022164,2012,2020
022170,022170,1989,1998
022177,022177,1994,2008
022178,022178,2011,2017
022180,022180,2013,2020
022182,022182,2012,2020
022184,022184,1986,1991
022207,022207,1995,2020
022229,035712,2017,2020
022230,022230,2013,2017
022239,022239,1991,1996
022241,022241,1985,1991
022248,022248,1998,2007
022250,022250,1989,2002
022257,022257,1988,1997
022258,022258,2012,2020
022260,022260,1990,2020
022263,022263,1989,1998
022325,001161,1972,2020
022338,022338,1992,2020
022345,022345,1988,2002
022350,022350,2013,2020
022352,022352,2015,2020
022373,022373,1995,2020
022377,022377,2003,2010
022392,022392,1989,1998
022398,022398,1989,2005
022401,022401,2010,2020
022447,022447,1988,2020
022461,022461,1989,2016
022484,022484,2014,2018
022496,022496,1960,2012
022528,022528,1989,2001
022531,022531,1986,1993
022532,185318,2008,2016
022532,030861,2017,2020
022536,028378,1997,2020
022546,022546,1990,2000
022556,022556,1986,1991
022590,022590,2013,2020
022601,022601,1993,2004
022603,022603,2012,2020
022604,022604,2014,2020
022619,022619,1989,2004
022641,022641,1998,2002
022667,022667,2012,2016
022673,035477,2018,2020
022676,022676,2012,2019
022697,022697,2012,2020
022698,029251,2014,2020
022704,022704,2012,2020
022708,022708,2011,2020
022709,022709,2013,2018
022713,022713,2013,2020
022718,022718,1999,2007
022729,022729,1993,2018
022734,022734,2010,2015
022735,022735,1989,2002
022759,022759,1994,2004
022761,022761,2001,2020
022772,022772,1981,2018
022773,022773,2000,2002
022794,022794,1989,2009
022810,022810,1989,2007
022815,022815,1989,2020
022817,022817,1988,2020
022823,022823,1988,2001
022824,022824,1987,1991
022832,022832,1988,1998
022837,022837,1989,2001
022854,022854,1999,2008
022867,022867,2012,2020
022978,022978,1990,2005
022991,022991,1988,1998
023004,023004,1986,1996
023027,023027,1989,2020
023034,023034,1988,2004
023035,023035,2011,2016
023043,023043,2012,2017
023044,023044,2000,2005
023045,023045,1989,1999
023067,023067,1991,2009
023071,023071,2012,2020
023082,023082,2013,2020
023084,023084,1989,2020
023088,023088,1988,2007
023089,023089,1988,1995
023092,023092,2015,2018
023097,023097,1991,2001
023098,023098,2013,2020
023119,023119,2011,2020
023122,023122,1988,1998
023123,023123,1986,1995
023135,023135,1988,1999
023167,023167,2012,2020
023170,023170,1988,2016
023196,023196,1990,2001
023220,023220,1989,2017
023221,023221,1988,1997
023224,023224,1988,2020
023227,023227,1986,2000
023238,023238,2012,2020
023241,023241,2013,2020
023242,023242,1988,1992
023243,023243,2012,2020
023250,010412,1978,1988
023251,006502,1950,2020
023253,023253,1999,2011
023262,023262,1992,2008
023270,023270,1996,2006
023282,023282,1988,1997
023291,023291,1991,2020
023297,023297,2012,2020
023335,037168,2019,2020
023339,023339,2013,2020
023358,023358,2013,2020
023362,023362,2013,2020
023369,023369,2014,2020
023404,023404,2013,2020
023407,023407,2013,2020
023422,036475,2019,2020
023423,023423,2011,2016
023473,023473,2014,2017
023485,023485,1990,2020
023486,011720,1984,2005
023491,023491,1989,1999
023496,023496,1992,2011
023499,023499,1990,2000
023521,023521,2013,2015
023526,023526,1989,2000
023528,023528,1989,2008
023535,023535,2000,2012
023540,023540,2013,2020
023543,024608,1989,2002
023543,011399,2003,2020
023555,023555,2013,2020
023557,023557,2012,2020
023569,179657,2005,2020
023570,023570,1998,2014
023577,023577,1989,2013
023587,023587,1989,2020
023591,023591,1998,2012
023605,023605,1989,2004
023616,023616,1990,2014
023622,023622,1989,1999
023627,023627,2013,2020
023650,023650,2012,2020
023671,023671,1993,2020
023697,023697,1989,2018
023700,023700,1990,2009
023704,023704,2013,2017
023705,023705,2014,2020
023717,023717,1990,2007
023753,023753,1990,2020
023767,023767,1991,2015
023768,023768,1993,2020
023772,023772,1982,1992
023775,023775,1987,1992
023776,023776,1989,2009
023778,023778,1988,1997
023790,023790,1995,2020
023799,023799,1989,2005
023805,023805,1990,1995
023809,023809,1989,2020
023810,023810,1989,2020
023812,023812,1990,2020
023813,023813,2020,2020
023819,023819,1989,2001
023820,023820,1990,2000
023852,023852,1989,2012
023856,023856,2010,2019
023858,023858,1988,1998
023864,023864,2013,2020
023872,014490,1986,2009
023875,023875,1986,1995
023889,023889,2012,2015
023898,023898,1990,2016
023929,023929,1991,2009
023933,023933,2014,2020
023935,023935,2012,2017
023943,023943,1990,2014
023945,023945,1989,2010
023948,023948,1989,2005
023956,023956,1986,1993
023964,031193,1994,2012
023966,023966,1986,1992
023978,023978,1950,2020
023979,023979,1986,1994
023980,023980,2012,2020
023986,032245,2016,2020
023987,023987,1990,1994
023990,023990,2013,2020
024008,024008,1990,2006
024021,024021,1990,2020
024029,024029,1990,2007
024036,024036,1990,1998
024040,024040,1990,2020
024048,024048,1998,2006
024051,024051,1989,1994
024068,024068,1990,2001
024071,024071,2012,2020
024074,024074,2012,2017
024079,024079,1986,1993
024083,024083,2018,2020
024084,024084,2013,2020
024093,024093,1989,1998
024097,024097,2014,2020
024099,024099,1990,2020
024105,024105,1989,2004
024106,024106,1990,1999
024110,024110,1990,2005
024122,024122,1996,2005
024123,024123,1993,1995
024135,024135,2012,2020
024140,024140,1992,1999
024147,024147,2000,2009
024161,024161,1988,1993
024167,015855,1988,2020
024174,024174,1987,1994
024176,024176,2013,2020
024177,024177,2012,2020
024179,024179,1990,2007
024184,024184,1990,2004
024185,024185,1990,2008
024191,024191,1990,2008
024197,024197,1990,2020
024198,024198,1990,2009
024217,024217,1987,1995
024224,024224,1990,2005
024225,024225,1990,2020
024226,024226,1987,1995
024232,024232,1988,2020
024234,024234,1990,2020
024249,024249,2013,2020
024277,024277,2019,2020
024281,024281,1997,2008
024282,024282,1987,1992
024283,024283,1989,2014
024284,024284,1986,1993
024289,024289,1987,1996
024293,024293,1990,2020
024302,024302,1990,2020
024306,024306,1987,1997
024311,024311,1987,1997
024315,024315,1990,2001
024316,024316,1990,2020
024318,024318,1989,2017
024320,025641,1990,2007
024321,024321,1986,2004
024338,024338,1990,1999
024344,024344,1990,2020
024345,024345,1989,1998
024352,024352,1989,2020
024353,024353,1990,2002
024354,024354,1987,1994
024357,002137,1960,2020
024361,153668,2001,2012
024363,024363,1988,2010
024368,024368,1990,2020
024369,024369,1987,1997
024370,024370,1988,2020
024371,024371,1992,2001
024376,018666,2012,2020
024382,024382,1990,2002
024384,024384,1989,2004
024385,024385,1988,1995
024389,024389,1990,2002
024395,024395,1990,1999
024396,024396,1989,2020
024401,024401,1990,2004
024402,024402,1990,2005
024405,024405,1990,2020
024409,024409,1990,2009
024419,024419,1990,2003
024421,024421,2015,2020
024422,024422,2014,2020
024428,024428,1990,2020
024436,024436,1991,2012
024438,024438,1987,1998
024449,024449,1990,2006
024454,024454,1989,1998
024458,024458,2012,2020
024463,024463,1990,2020
024468,024468,1990,2020
024473,024473,1990,2008
024474,024474,1990,2008
024475,024475,1990,2020
024484,024484,1990,2001
024486,024486,1990,2004
024489,024489,1990,2008
024498,024498,1986,1994
024501,024501,2012,2020
024505,024505,1986,1996
024506,024506,2014,2020
024508,024508,2012,2020
024515,024515,2013,2020
024517,024517,1990,2003
024523,024523,2013,2020
024531,024531,1990,2005
024535,024535,1988,1997
024537,024537,1990,2008
024539,024539,1990,2016
024543,024543,1989,1999
024545,024545,1990,2003
024561,024561,1990,1997
024598,024598,2015,2020
024608,011399,1977,2020
024610,024610,1990,2020
024611,024611,2013,2020
024612,024612,1990,1999
024616,114524,1996,2013
024616,024616,2014,2020
024623,024623,1986,1994
024625,024625,1990,2020
024629,024629,1987,2000
024630,024630,1990,1995
024635,024635,2002,2010
024637,024637,1990,2001
024638,024638,2012,2020
024648,024648,1991,2007
024651,024651,1988,1998
024655,024655,1988,1998
024661,024661,1990,1995
024662,024662,1990,2005
024664,024664,1990,2001
024701,024701,1990,2009
024710,024710,1990,2019
024715,024715,1990,1999
024717,024717,1992,2016
024720,024720,1990,2020
024723,007116,1950,1999
024726,176022,2004,2020
024728,164605,2001,2008
024733,024733,1990,1997
024749,024749,1990,2000
024750,024750,1990,2020
024751,024751,1990,2001
024754,024754,1990,1999
024757,024757,1991,2001
024758,024758,1990,2000
024759,212782,1995,2020
024766,024766,1987,1995
024767,024767,1990,2002
024771,024771,1990,2008
024778,005180,1959,2003
024778,176237,2004,2013
024781,024781,1990,2011
024783,024783,1990,2020
024791,024791,1987,1997
024793,024975,1990,2020
024794,024794,1986,1995
024795,024795,1990,2020
024797,024797,1990,2020
024800,024800,1990,2020
024803,024803,1990,2014
024809,024809,1990,2002
024828,024828,1995,2002
024832,024832,1990,2005
024837,024837,1990,2020
024842,024842,1990,2020
024843,024843,1990,2011
024845,024845,1990,1999
024846,024846,1990,2002
024852,024852,1990,2008
024853,024853,1990,2016
024856,024856,1990,2020
024859,024859,1986,1996
024860,024860,1990,2001
024867,024867,1986,1996
024870,010984,1962,2019
024878,024878,1991,2019
024880,024880,1990,2000
024881,024881,1990,2002
024882,024882,1986,1993
024887,024887,1990,2014
024888,024888,1990,2018
024890,024890,1990,2020
024892,024892,1987,1993
024894,008068,1960,2020
024898,024898,1992,2011
024900,024900,1989,1999
024905,024905,2013,2020
024907,024907,1989,2006
024909,024909,1990,2004
024911,024911,2011,2020
024914,024914,1990,2001
024925,024925,1990,2020
024928,024928,1987,1994
024935,024935,1988,1997
024944,024944,2013,2020
024948,024948,1990,1997
024951,012540,1984,2020
024953,024953,1986,1996
024969,024969,1989,1998
024971,024971,1991,2002
024975,024975,1990,2020
024978,024978,1991,2020
024982,024982,1991,2007
024988,024988,1990,1999
024996,024996,1990,2020
024997,024997,1988,1999
025000,025000,1990,2007
025003,025003,1990,2003
025004,025004,1990,1999
025005,025005,1991,1995
025015,025015,1988,1997
025017,025017,1991,2000
025021,025021,1990,2012
025026,025026,1986,1994
025027,025027,2009,2020
025029,012274,1985,2007
025031,025031,1991,2015
025033,025033,1994,2008
025047,025047,1991,2016
025053,025053,1990,2003
025056,002136,1984,2020
025068,025068,1987,1993
025077,025077,2013,2019
025081,063490,1995,2018
025081,035543,2019,2020
025088,025088,1990,2020
025095,029293,2015,2020
025098,025098,1991,2001
025099,025099,1991,2006
025100,025100,1987,1993
025110,025110,1991,2020
025114,025114,1990,1999
025115,025115,1990,2000
025119,025119,1991,2020
025121,025121,1988,1997
025124,025124,1991,2020
025126,027928,1991,2020
025128,025128,2013,2020
025129,025129,2013,2020
025130,025130,1990,2020
025138,025138,1991,2020
025147,025147,1991,1997
025149,025149,1987,1999
025151,025151,2012,2014
025154,025154,1990,2000
025157,012635,1985,2020
025166,025166,1991,2020
025167,025167,1991,2020
025170,025170,1991,2016
025175,025175,1987,1994
025180,025180,1991,2020
025181,025181,1991,2012
025187,016477,1988,2020
025198,025198,1990,2016
025200,001013,1973,2010
025201,025201,1995,2020
025202,025202,1990,2003
025212,025212,1991,2000
025216,285536,2006,2011
025217,025217,1987,1994
025223,025223,1990,2002
025224,025224,1991,2012
025225,025225,1991,1999
025241,025241,1990,2015
025243,025243,1987,1997
025262,025262,1990,2005
025268,025268,1990,2010
025269,025269,1987,1993
025272,025272,1989,1997
025274,025274,1991,2020
025275,025275,1991,2003
025279,025279,1991,2020
025283,025283,1990,2020
025302,025302,1991,2020
025305,025305,1991,2008
025313,025313,1991,2020
025315,147451,2000,2009
025317,025317,1987,1997
025331,025331,1990,2020
025339,025339,1991,2020
025342,025342,1991,2001
025348,025348,2013,2020
025349,025349,2013,2020
025355,025355,1990,2006
025356,002547,1959,2020
025360,025360,1994,2020
025364,025364,1990,2001
025377,025377,2013,2019
025384,025384,1988,1999
025389,025389,1991,2020
025390,025390,1992,2001
025420,025420,1990,2000
025430,025430,1990,2020
025433,025433,1991,2007
025434,025434,1990,2020
025441,025441,1990,1999
025466,025466,2013,2020
025480,025480,1992,2006
025493,180474,2009,2020
025495,025495,1991,2017
025502,025502,2015,2020
025506,025506,1987,1994
025507,025507,2015,2020
025509,025509,1990,2019
025510,025510,2015,2020
025514,025514,1991,2006
025517,027908,1992,2004
025523,025523,1991,2000
025525,025525,1989,1998
025529,025529,2018,2020
025536,025536,1992,2020
025539,025539,2014,2020
025540,031456,1994,2008
025554,025554,1991,2007
025563,025563,1987,1995
025572,025572,1991,2020
025575,025575,1987,1995
025578,025578,1991,2020
025579,025579,1990,2011
025583,025583,1988,1996
025588,025588,1951,2020
025621,025621,1989,2006
025622,025622,1987,1996
025623,025623,1991,2013
025625,025625,1987,1998
025627,006310,1958,2020
025629,025629,1993,2006
025632,025632,1991,2020
025637,025637,1987,1995
025641,025641,1990,2007
025642,025642,1988,1996
025647,025647,1991,1998
025648,025648,1993,2020
025655,025655,1994,2009
025656,025656,1994,2008
025658,025658,1974,1996
025661,025661,1987,1994
025664,025664,1987,1991
025676,017420,2000,2020
025677,025677,1990,1996
025680,025680,1991,2018
025681,025681,1991,2010
025682,025682,1979,1994
025683,025683,1991,2016
025688,025688,1990,1999
025691,025691,1993,2010
025711,025711,1990,2020
025746,189362,2010,2014
025746,002403,2015,2020
025747,025747,1992,2020
025750,025750,1991,2020
025756,025756,2012,2020
025770,025770,2015,2016
025774,025774,1991,2018
025779,025779,1990,1999
025783,037180,2015,2020
025785,025785,1991,1997
025786,025786,1991,2001
025790,025790,1990,1994
025808,025808,1996,2011
025813,025813,1988,1998
025844,025844,1991,2004
025848,025848,1991,2020
025849,025849,1999,2020
025850,025850,1992,2020
025851,183704,2009,2020
025870,025870,1991,2020
025872,025872,1992,2007
025878,025878,1991,2000
025880,025880,1991,2020
025882,025882,2006,2017
025899,025899,1991,2000
025904,025904,2013,2020
025906,018086,2010,2020
025913,025913,1990,1994
025915,025915,1991,2020
025916,025916,1990,1998
025918,025918,1991,2013
025922,025922,1990,2020
025923,025923,1985,2020
025924,025924,1991,2020
025927,025927,1990,1998
025929,025929,1990,2011
025931,025931,1990,1992
025932,025932,1987,1996
025937,025937,1991,2020
025944,025944,1991,2003
025945,025945,1991,1993
025976,025976,1991,2007
025978,025978,1991,2016
025979,025979,1991,2020
025980,025980,1990,2012
025987,025987,1991,2004
025989,025989,1988,1994
025993,025993,1991,2010
025999,025999,2012,2020
026004,026004,1991,2009
026005,008852,1950,1996
026005,003708,1997,2020
026006,026006,1990,2000
026011,026011,1991,2014
026014,026014,1991,2003
026016,026016,1991,2020
026019,026019,1991,2009
026020,026020,1991,2001
026023,026023,1990,1999
026024,026024,1992,2005
026034,026034,1989,1999
026037,026037,1991,2020
026038,026038,1991,2012
026045,026045,1991,2020
026061,026061,1991,2020
026061A,026061,1991,2006
026061A,180402,2007,2016
026061B,026061,1991,2017
026061B,036691,2018,2020
026081,026081,2014,2020
026094,032365,2016,2020
026106,026106,1992,1994
026112,026112,2013,2020
026123,026123,2013,2020
026131,026131,1994,2020
026134,026134,1989,1997
026146,026146,2013,2020
026147,026147,2012,2020
026148,026148,2013,2020
026149,026149,2013,2020
026162,026162,2013,2020
026187,026187,2013,2019
026246,065218,1998,2017
026247,026247,1991,2002
026253,026253,2014,2014
026264,026264,1993,2008
026269,026269,2013,2019
026271,026271,1998,2006
026277,026277,1997,2004
026302,026302,1993,1999
026305,026305,2014,2020
026336,026336,2016,2020
026337,026337,2012,2015
026341,026341,2013,2020
026349,026349,2013,2020
026356,026356,2015,2020
026359,026359,2015,2020
026360,026360,1994,2003
026367,026367,2012,2020
026376,026376,2013,2020
026381,026061,1991,2020
026382,026382,2013,2018
026385,026385,2014,2020
026494,026494,2012,2020
026495,026495,2012,2020
026506,026506,1998,2006
026520,026520,1993,2020
026523,026523,1992,2008
026527,026527,2015,2020
026566,026566,2013,2020
026590,026590,2013,2020
026636,026636,2014,2020
026658,026658,2011,2020
026673,004367,1977,2020
026677,026677,2013,2020
026722,026722,2014,2020
026746,026746,2011,2020
026747,026747,1992,2002
026755,026755,2013,2019
026788,026788,2014,2020
026796,026796,1997,2019
026798,026798,2014,2020
026809,026809,2015,2020
026812,026812,2013,2020
026817,026817,2013,2020
026837,024199,2013,2019
026847,026847,2014,2020
026852,014268,1986,2008
026874,026874,2013,2020
026882,026882,2011,2020
026892,026892,2013,2020
026895,026895,2014,2020
026905,026905,1989,1999
026908,026908,2012,2020
026999,026999,1993,2007
027004,027004,2014,2020
027014,027014,2011,2020
027046,027046,2014,2020
027197,027197,1991,1997
027198,027198,2014,2016
027201,036014,2018,2020
027252,027252,2014,2020
027274,027274,2014,2020
027354,027354,2014,2020
027364,027364,2013,2020
027372,027372,2014,2020
027373,027373,2011,2020
027386,027386,2012,2020
027387,027387,2012,2020
027392,027392,2014,2020
027476,027476,2014,2020
027490,027490,2015,2019
027555,027555,2014,2020
027574,027574,2013,2020
027575,027575,2012,2020
027584,027584,2015,2020
027591,027591,2001,2020
027621,027621,1992,1996
027636,027636,2014,2020
027638,027638,2012,2020
027644,027644,2016,2020
027657,027657,1992,1997
027670,027670,2014,2020
027703,027703,2014,2020
027716,027716,2015,2020
027737,027737,2014,2020
027747,027747,1991,2008
027748,027748,1992,2010
027755,027755,1991,2000
027756,027756,1991,2000
027760,027760,1997,2020
027761,027761,1989,1998
027765,027765,1991,2019
027771,027771,1991,2007
027776,027776,1991,2020
027780,027780,1991,2020
027782,027782,1987,1996
027786,027786,1991,2020
027789,027789,1988,1997
027793,027793,1992,1999
027794,027794,1991,2020
