gvkeyFR,gvkey,year1,yearN
003994,003994,1964,1992
004000,004000,1975,1984
004001,004001,1974,2020
004005,004005,1974,2004
004006,004006,1973,1986
004009,004009,1975,1993
004011,014932,1985,1991
004011,015273,1992,1993
004011,179700,2006,2017
004011,028877,2018,2020
004012,010097,1971,2004
004013,004013,1967,1984
004017,004017,1960,2006
004020,004020,1959,2002
004022,004022,1951,1987
004029,004029,1951,2020
004033,004033,1961,1979
004034,176760,2004,2020
004036,004036,1962,2020
004039,004039,1968,1976
004040,004040,1950,2020
004042,004043,1977,1984
004047,004047,1966,1975
004048,004048,1960,1978
004049,004049,1960,2009
004050,004050,1975,1996
004053,004053,1963,1983
004054,004054,1974,1998
004055,004055,1962,1995
004060,034443,2015,2020
004061,004061,1975,1998
004062,004062,1963,2006
004068,004068,1974,1987
004069,004069,1966,1997
004071,004071,1979,1989
004074,004074,1973,1990
004076,004076,1964,1967
004077,004077,1973,2010
004079,004079,1973,1993
004080,004080,1973,1981
004083,004083,1960,2002
004087,034443,2015,2020
004088,004088,1970,1986
004091,004091,1962,2020
004092,004092,1950,1970
004093,004093,1951,2020
004094,004094,1963,2020
004095,004095,1965,1976
004097,004097,1974,2000
004098,004098,1967,1988
004099,004099,1950,1984
004100,004100,1982,1994
004103,004103,1951,2006
004105,004105,1983,1998
004108,004108,1962,2020
004109,004109,1959,1987
004111,004111,1967,1980
004118,004118,1973,1981
004119,004119,1960,2001
004122,004122,1972,1980
004123,004123,1984,2000
004124,004124,1983,2020
004126,004126,1962,1996
004128,004128,1970,2013
004129,004129,1962,1973
004132,004132,1973,2003
004133,004133,1978,1988
004134,015751,1984,1989
004135,004135,1965,1976
004136,004136,1975,1984
004138,004138,1960,2000
004140,004140,1981,2006
004144,004144,1960,1989
004145,004145,1955,2020
004148,004148,1973,1998
004149,004149,1973,2012
004152,004152,1959,1979
004154,004154,1950,1974
004156,004156,1980,2016
004158,004158,1970,1977
004159,004159,1965,1994
004162,004162,1982,2007
004163,004163,1961,1974
004170,004170,1974,1985
004173,004173,1967,2006
004176,023221,1988,1997
004178,014570,1983,1985
004178,005254,1986,2020
004183,004183,1950,1990
004184,004184,1974,1979
004186,004186,1960,2020
004194,004194,1950,2020
004199,004199,1950,2020
004203,004203,1966,1978
004204,003734,1950,2020
004205,004205,1982,2001
004209,004209,1971,1976
004213,004213,1950,2020
004215,004215,1960,1974
004222,004222,1960,2006
004223,003639,1960,2020
004224,004224,1972,1979
004232,004232,1966,1976
004234,004234,1963,1980
004235,004235,1973,1999
004236,004236,1978,1984
004237,004238,1983,1996
004240,004242,1973,1982
004240,015084,1987,2004
004240,008549,2005,2020
004242,006310,1958,2020
004245,004245,1982,2012
004248,004248,1982,2000
004250,010519,1950,2020
004251,004251,1965,2006
004256,004256,1973,1979
004258,004258,1959,1977
004260,004260,1973,1981
004263,004263,1961,1989
004264,004264,1977,1986
004265,004265,1973,1998
004268,004268,1973,1978
004269,004269,1967,1988
004272,004272,1971,1981
004274,004274,1982,2018
004275,004275,1980,2020
004276,004276,1960,1979
004278,004278,1962,1972
004279,004279,1974,2010
004280,004280,1975,1993
004281,004281,1974,1979
004282,007652,1975,2012
004285,004285,1973,1990
004286,004286,1973,1994
004289,004289,1973,1984
004290,004290,1960,1989
004293,004293,1981,1998
004298,004298,1964,1974
004301,004301,1973,1987
004302,004302,1950,2005
004303,004303,1965,1976
004311,004311,1981,2016
004312,004312,1974,2004
004315,004315,1978,1990
004316,004316,1960,2002
004319,004319,1973,1979
004321,004321,1950,2020
004322,004322,1970,2020
004327,004327,1950,1988
004329,004329,1981,2003
004335,004335,1980,1999
004340,004340,1979,2014
004341,004341,1983,2019
004343,004343,1974,1978
004348,009177,1981,2009
004349,004349,1983,1997
004351,004351,1950,2017
004359,004359,1982,2002
004367,004367,1977,2020
004371,004371,1981,2005
004372,003918,1979,2008
004375,004375,1973,1979
004383,004383,1983,2020
004386,004386,1979,1984
004388,004388,1973,1992
004392,013281,1982,1999
004393,004393,1951,2003
004398,004398,1972,1978
004404,004404,1970,1987
004408,004408,1970,1989
004409,004409,1983,2020
004410,004410,1980,1988
004412,023819,1989,2001
004413,004413,1974,1997
004415,004415,1973,2020
004418,004418,1979,2020
004420,004420,1974,1987
004422,004422,1980,1986
004423,004423,1963,2020
004434,004434,1963,2003
004436,004436,1982,1988
004437,004437,1974,1980
004439,004439,1962,2020
004442,004442,1978,1982
004443,004443,1982,1997
004445,004445,1963,1975
004447,004447,1960,1987
004448,004448,1974,2020
004449,002102,1950,1990
004449,003362,1991,2006
004449,178971,2007,2007
004450,004450,1959,2020
004451,004451,1983,1989
004452,004452,1960,1983
004455,004455,1960,1987
004458,064789,1992,1997
004458,063769,2002,2007
004460,004460,1966,2018
004462,004462,1950,2020
004467,004467,1978,2019
004468,004468,1960,1982
004469,004469,1963,1998
004470,004470,1950,1985
004471,004471,1967,1995
004474,004474,1950,1968
004475,004475,1950,1985
004476,004476,1984,2017
004477,004477,1981,2010
004479,004479,1983,1998
004485,004485,1974,2020
004487,004487,1960,1977
004491,004491,1974,2000
004492,004492,1973,2001
004497,004497,1975,2020
004500,004500,1973,1990
004503,004503,1950,2020
004505,004505,1972,1982
004507,004507,1980,2002
004510,004510,1950,2020
004517,004517,1951,2020
004519,004519,1972,1979
004520,004520,1967,2004
004521,004521,1954,1983
004523,004523,1968,2011
004524,004524,1963,1981
004527,004527,1965,1997
004529,004529,1982,1996
004535,004535,1975,1987
004540,004540,1950,1978
004545,004545,1960,1996
004547,004547,1965,1989
004548,004548,1963,1968
004550,004550,1950,1980
004551,004551,1960,2001
004555,007919,1960,2005
004558,004558,1973,1988
004559,004559,1973,1984
004566,004566,1959,1979
004568,004568,1974,2008
004573,004573,1965,1997
004575,004575,1967,1979
004576,004576,1973,2002
004583,004583,1960,1971
004586,004586,1960,1969
004591,004591,1980,1990
004595,004595,1950,2006
004596,004596,1962,1989
004598,004598,1977,2020
004600,004600,1950,2016
004602,004602,1952,1971
004603,004603,1950,1994
004604,004604,1963,1989
004607,004607,1965,2020
004608,004608,1965,2020
004609,004609,1959,1971
004611,004611,1950,2020
004622,004622,1950,2020
004625,004625,1975,1990
004628,006821,1972,1987
004628,014952,1988,1996
004631,004631,1963,1987
004635,004635,1957,1996
004637,004637,1973,1979
004640,004640,1980,2020
004641,004641,1964,2000
004643,004643,1968,1978
004644,004644,1977,1984
004645,004645,1982,2013
004646,004646,1950,1977
004654,004654,1965,1982
004663,001414,1950,1988
004663,021491,1989,1997
004663,004611,1999,2001
004664,004664,1980,1992
004668,004668,1972,1989
004669,004669,1968,2020
004671,004671,1982,2000
004672,004672,1950,1987
004675,004675,1974,2005
004689,004689,1958,1994
004705,004705,1973,1979
004723,004723,1963,2020
004725,004725,1975,1985
004731,004731,1981,2002
004735,004735,1973,2003
004737,004737,1963,2020
004739,004739,1963,2007
004746,004746,1959,1989
004747,004747,1960,1993
004758,004758,1973,2004
004764,007647,1958,2020
004768,004768,1964,2008
004770,013706,1983,1984
004770,002812,1985,2012
004771,004771,1969,2020
004772,004772,1982,1991
004773,004773,1977,1984
004774,004774,1973,1980
004776,004776,1981,1991
004778,004778,1975,1981
004780,004780,1950,1978
004781,016804,1985,1994
004781,012136,1996,2009
004783,004783,1973,2000
004791,004791,1966,1978
004800,004800,1951,2004
004802,011228,1960,2020
004803,004803,1956,2001
004806,004806,1966,1999
004807,004807,1981,2013
004817,004817,1959,1998
004819,004819,1973,1999
004820,004820,1963,1970
004826,004826,1980,2020
004833,004833,1970,1977
004835,004835,1950,1987
004838,004838,1960,1994
004839,004839,1950,2020
004841,004841,1964,1966
004843,027845,1992,2014
004843,014538,2015,2018
004843,016101,2019,2020
004844,004844,1968,2013
004845,004845,1981,1990
004847,004847,1982,2001
004858,062262,1994,2020
004861,004861,1960,1969
004862,004862,1961,1973
004864,004864,1950,2013
004865,004865,1973,1983
004871,004871,1974,1982
004872,004872,1962,1986
004873,004873,1953,1989
004879,004879,1974,1982
004881,004881,1961,2020
004883,004883,1966,1979
004885,004885,1973,2020
004888,004888,1961,1986
004891,004891,1974,2011
004895,014590,1988,2020
004896,004896,1973,1982
004900,004900,1975,2020
004901,004901,1974,1979
004905,005597,1950,1987
004905,066004,1995,2006
004908,004908,1968,1976
004909,004909,1967,1986
004920,024226,1987,1995
004922,004922,1959,1970
004925,004925,1972,2020
004926,004926,1961,2020
004929,004929,1974,1992
004930,004930,1971,1973
004932,004932,1960,2004
004940,004940,1950,1996
004941,004941,1950,2020
004942,004942,1973,1984
004943,004943,1983,1990
004944,004944,1958,1987
004945,011771,1984,1999
004947,004947,1960,1988
004952,004952,1973,1984
004954,004954,1980,1998
004955,004955,1973,1980
004960,004960,1960,2005
004961,002136,1984,2020
004962,004962,1960,1997
004971,004971,1960,1970
004972,004972,1981,1999
004978,004978,1974,1992
004979,004979,1950,1984
004983,004983,1974,1981
004984,012075,1984,2013
004984,010991,2014,2020
004985,004985,1979,1998
004987,004987,1981,1997
004988,004988,1966,2020
004988A,004988,1966,2014
004988A,019574,2015,2020
004990,004990,1975,2020
004992,004992,1950,1968
004993,004993,1959,2001
004994,004994,1960,1972
004995,003497,1950,1992
004995,030098,1998,2020
005000,005000,1973,1981
005003,005003,1960,1975
005004,005004,1965,1986
005010,005010,1973,1986
005014,005014,1963,1996
005018,005018,1950,2020
005020,025648,1993,2020
005021,005021,1979,1988
005022,005022,1974,1982
005023,005023,1960,1970
005026,005026,1979,1984
005031,005031,1959,1972
005032,005032,1965,2004
005033,005033,1960,1970
005037,005037,1973,1988
005040,005040,1976,1980
005041,007475,1950,1997
005041,004503,1998,2020
005044,005044,1978,1988
005045,005045,1974,2011
005046,005046,1954,2020
005047,005047,1950,2020
005050,005050,1965,2020
005051,005051,1966,1982
005053,005053,1977,1986
005054,005054,1964,1967
005055,008543,1950,2006
005060,005060,1950,1997
005061,005061,1967,1998
005063,005063,1950,1998
005066,005066,1973,1999
005069,005069,1974,1985
005070,005070,1973,1998
005071,005071,1950,2020
005073,005073,1950,2020
005074,005074,1967,2007
005075,026905,1989,1999
005076,007759,1967,2020
005077,005077,1950,1983
005079,005079,1952,2000
005080,002176,1959,2020
005084,005084,1950,1975
005086,005086,1960,1985
005088,005088,1950,1981
005106,005106,1950,1968
005109,005109,1950,2020
005113,005113,1980,1993
005115,005115,1981,1987
005116,005116,1981,2020
005119,005119,1965,1994
005122,005122,1974,2000
005123,005123,1965,1985
005124,005124,1984,1995
005125,005125,1962,2020
005129,177206,2006,2011
005131,005131,1980,1992
005133,005133,1973,2001
005134,005134,1950,2004
005135,005135,1964,2020
005136,005136,1973,1983
005138,005138,1974,1989
005142,005142,1964,2011
005148,010482,1950,1999
005148,002991,2000,2020
005149,005149,1973,2020
005150,005150,1960,1972
005160,005160,1974,1994
005161,005161,1982,1998
005162,005162,1972,1983
005164,005164,1969,1985
005165,005165,1982,2020
005168,005168,1965,1979
005169,008762,1950,2020
005174,005174,1981,2002
005175,005175,1966,1976
005178,005178,1960,1982
005179,005179,1962,2020
005180,005180,1959,2020
005182,005182,1960,1978
005185,005185,1959,1990
005187,005187,1966,2006
005193,005193,1980,2001
005195,005195,1967,1977
005200,005200,1965,1987
005207,001066,1983,1985
005208,005208,1977,2004
005211,005211,1970,1999
005217,005217,1967,1985
005223,005223,1974,1987
005229,005229,1950,2011
005231,005231,1979,1992
005233,005233,1960,1992
005234,005234,1950,2020
005237,005237,1967,2020
005241,014538,1985,2018
005241,016101,2019,2020
005244,005244,1977,1984
005245,005245,1950,1987
005250,005250,1950,2020
005252,005252,1969,2020
005254,005254,1967,2020
005255,005255,1967,1977
005261,023090,1985,1989
005261,061094,1990,2000
005265,005265,1963,1983
005267,005267,1950,1970
005268,005268,1950,1983
005274,005274,1964,1976
005277,005277,1971,1990
005278,005278,1968,1975
005287,005287,1970,1975
005288,005288,1974,2020
005292,005292,1964,1989
005293,005293,1974,1995
005308,148223,2000,2020
005314,005314,1950,1989
005327,005327,1974,2015
005328,008585,1950,1988
005328,018597,1989,1994
005328,018636,1995,2020
005336,005336,1983,2013
005337,005337,1960,1977
005338,005338,1973,2020
005339,005339,1965,1994
005342,005342,1950,2020
005342A,005342,1950,2002
005342A,160785,2003,2020
005345,003946,1950,2020
005347,005347,1960,1969
005349,005349,1950,1987
005350,005350,1962,1984
005352,005352,1978,1980
005354,005354,1960,1994
005358,005358,1960,1976
005359,005359,1963,1973
005360,005360,1975,1979
005363,005363,1974,1983
005364,005364,1964,1981
005368,005368,1971,1986
005369,006731,1973,1999
005373,005373,1960,1971
005374,005374,1981,2000
005375,005375,1973,1982
005377,005377,1971,2003
005378,005378,1950,1994
005379,005379,1960,2017
005382,002991,1950,2020
005386,005386,1960,1992
005387,005387,1951,2014
005391,005391,1956,1985
005394,005394,1961,1969
005395,005395,1973,2020
005402,005402,1969,1976
005404,005404,1979,2013
005410,005410,1950,1983
005414,005414,1973,1987
005418,005418,1980,2007
005419,005419,1967,1998
005420,005420,1982,1999
005422,005422,1974,2005
005424,024021,1990,2020
005428,005429,1950,1980
005436,009068,1969,1983
005436,014262,1984,1989
005438,005438,1960,1970
005439,005439,1950,2020
005448,005448,1973,1994
005453,005453,1950,1985
005455,005455,1950,1976
005458,005458,1960,2012
005460,011462,1961,2016
005462,005462,1965,1978
005463,005463,1977,1992
005464,005464,1960,1999
005468,005468,1950,1990
005471,005471,1962,1979
005480,005480,1959,1976
005483,005483,1954,1986
005487,005487,1963,1972
005492,005492,1950,2020
005493,005493,1983,1985
005494,005494,1969,1985
005497,005497,1960,1971
005501,005501,1963,1994
005502,005502,1975,1980
005505,005505,1950,2007
005506,005506,1971,1977
005509,005509,1974,1983
005514,005514,1974,1980
005516,005516,1973,1982
005518,005518,1967,2020
005519,005519,1960,2002
005520,005520,1973,2020
005522,005522,1959,1989
005523,005523,1974,2020
005526,005526,1951,2020
005528,005528,1968,2000
005530,005530,1973,2020
005531,005531,1973,1979
005532,005532,1959,1986
005533,005533,1959,1994
005534,005534,1974,1983
005535,005535,1950,1985
005542,005542,1960,1970
005546,005546,1984,1995
005549,005549,1967,2004
005557,005557,1983,2001
005560,005560,1960,2020
005561,005561,1984,1991
005563,031498,1990,1994
005566,005566,1968,1997
005567,005567,1959,2020
005568,005568,1950,2020
005569,005569,1973,2006
005571,005571,1979,1989
005572,005572,1974,2020
005575,005575,1959,1969
005580,005580,1950,1975
005581,005581,1959,2020
005584,005584,1975,1988
005588,005588,1967,1975
005589,005589,1950,2007
005590,002775,1950,1983
005590,016603,1984,1990
005590,063292,1991,1998
005595,005595,1973,1984
005597,005597,1950,2020
005599,005599,1966,2001
005600,026749,2012,2015
005600,005600,2016,2020
005603,005603,1966,1987
005605,009113,1950,1986
005605,018597,1987,1994
005605,018636,1995,2020
005606,005606,1950,2020
005607,005607,1959,1975
005608,005608,1960,2020
005609,005609,1974,1980
005613,005614,1976,2000
005614,005614,1976,2000
005616,005616,1979,1987
005621,005621,1973,2020
005625,005625,1959,1971
005628,005628,1977,1981
005629,005629,1950,1987
005636,005636,1975,1984
005638,005638,1973,1984
005639,005639,1970,2020
005643,005643,1950,2020
005644,005644,1956,1970
005649,005649,1969,1991
005650,005650,1973,2020
005652,005652,1971,1982
005654,005654,1960,1979
005656,005656,1973,1983
005657,005657,1959,1976
005658,005658,1960,1976
005659,005659,1960,1993
005662,005662,1952,1988
005669,005669,1950,1987
005675,029092,1989,1998
005675,146017,1999,2020
005678,005678,1974,2002
005682,024022,1987,1994
005682,015168,1995,2000
005682,014934,2001,2020
005686,005686,1950,2000
005690,005690,1965,2020
005691,005691,1968,2020
005698,002997,1977,1987
005698,007139,1988,2005
005699,005699,1950,1984
005709,005709,1950,2020
005710,005710,1973,1980
005711,005711,1960,2006
005716,005716,1960,1973
005721,005721,1977,1999
005725,005725,1960,1977
005726,005726,1966,2005
005732,005732,1961,1980
005735,005735,1950,2016
005742,005742,1951,2020
005742A,005742,1951,2002
005742A,140977,2003,2009
005742A,140033,2010,2011
005742A,135990,2012,2020
005744,005744,1957,1991
005749,005749,1973,1979
005754,005754,1951,1979
005758,005758,1961,1996
005759,005759,1959,1976
005761,005761,1970,1971
005762,005762,1950,1975
005764,005764,1960,2020
005765,005765,1960,1975
005767,005767,1950,1992
005769,005769,1959,1977
005770,005770,1960,2019
005771,005771,1960,1980
005772,005772,1964,2003
005773,005773,1960,1972
005775,001976,1953,2016
005775,032106,2017,2020
005786,005786,1966,2020
005788,005788,1979,2020
005790,005790,1960,1986
005791,005791,1983,2015
005794,005794,1960,1979
005798,005798,1982,2003
005799,005799,1979,1984
005800,005800,1967,1978
005801,005801,1960,1970
005802,005802,1974,2004
005804,005804,1973,1997
005806,005806,1979,1984
005807,005807,1975,1986
005808,005808,1978,2020
005809,005809,1973,1980
005811,005811,1982,2012
005813,005813,1959,1976
005816,005816,1960,1983
005818,005818,1982,2004
005819,005819,1973,1987
005823,005823,1979,2000
005826,005826,1979,2009
005831,005831,1973,2020
005840,003662,1950,2020
005841,005841,1983,2009
005845,030703,1989,1999
005845,113491,2000,2010
